flow_id,switch_name,controller_name,firstIp,secondIp,firstPort,secondPort,fwd_count,bwd_count,Srate,Drate,Dur,Bytes,proto_number,N_Conn_P_FirstIP,N_Conn_P_SecondIP,Avg_Packet_Size
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,17,12,3.394814082008324,2.396339352005876,5.007638,26866,6,1,4,926.4137611581461
18921,s5,C3_Merkez,10.0.2.15,10.0.5.11,54848,80,1,0,0.0,0.0,0.0,74,6,1,4,73.99992600007401
16233,s5,C3_Merkez,10.0.1.18,10.0.5.11,36684,80,1,1,0.011169165080449765,0.011169165080449765,89.532207,148,6,1,4,73.9999630000185
46427,s5,C3_Merkez,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1933055558317835,0.0,5.02805,270,17,1,3,44.99999250000125
35728,s5,C3_Merkez,10.0.2.5,10.0.5.11,20,80,14,5,2.759306846352729,0.9854667308402603,5.073738,1046,6,2,4,55.052628681440595
2285,s5,C3_Merkez,10.0.1.18,10.0.5.11,44888,80,2,0,0.2295969792384636,0.0,8.710916,108,6,1,4,53.9999730000135
18921,s5,C3_Merkez,10.0.2.15,10.0.5.11,54848,80,4,0,0.7945298210877749,0.0,5.034424,296,6,1,4,73.99998150000462
45766,s5,C3_Merkez,10.0.1.18,10.0.5.11,46778,80,1,1,0.012485043542088754,0.012485043542088754,80.095836,148,6,1,4,73.9999630000185
42846,s5,C3_Merkez,10.0.4.17,10.0.5.11,51500,5201,27,16,5.392313795915303,3.1954452123942536,5.007127,42382,6,1,4,985.6278840551655
7825,s5,C3_Merkez,10.0.1.2,10.0.5.12,48133,5001,4,0,0.6365994385829551,0.0,6.283386,208,17,1,3,51.99998700000325
33089,s5,C3_Merkez,10.0.5.12,245.157.14.77,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
48993,s5,C3_Merkez,10.0.5.12,159.222.190.95,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
42512,s5,C3_Merkez,10.0.5.12,62.36.175.43,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
35202,s5,C3_Merkez,10.0.5.12,151.126.208.87,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
32320,s5,C3_Merkez,10.0.5.12,35.135.183.207,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
52473,s5,C3_Merkez,10.0.5.12,170.225.91.103,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
1494,s5,C3_Merkez,10.0.5.12,223.223.153.152,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
36834,s5,C3_Merkez,10.0.5.12,145.103.114.61,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
43000,s5,C3_Merkez,10.0.5.12,131.23.178.93,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
23919,s5,C3_Merkez,10.0.5.12,30.188.94.100,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
46427,s5,C3_Merkez,10.0.1.1,10.0.5.12,56116,5000,6,0,1.1921255339977315,0.0,5.033027,270,17,1,52,44.99999250000125
35728,s5,C3_Merkez,10.0.2.5,10.0.5.11,20,80,9,12,1.6615046179674742,2.2153394906232986,5.416777,1182,6,1,3,56.2857116054423
61951,s5,C3_Merkez,10.0.5.12,28.84.49.192,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
25444,s5,C3_Merkez,10.0.5.12,80.189.35.210,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
64097,s5,C3_Merkez,10.0.5.12,222.90.248.142,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
33489,s5,C3_Merkez,10.0.5.12,139.112.42.159,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
29789,s5,C3_Merkez,10.0.5.12,16.27.93.67,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
44339,s5,C3_Merkez,10.0.5.12,115.121.28.125,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
25250,s5,C3_Merkez,10.0.5.12,164.185.224.200,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
1384,s5,C3_Merkez,10.0.5.12,176.49.192.91,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
53865,s5,C3_Merkez,10.0.5.12,158.105.238.213,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
19031,s5,C3_Merkez,10.0.5.12,150.151.209.118,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
27328,s5,C3_Merkez,10.0.5.12,246.36.57.235,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
23259,s5,C3_Merkez,10.0.5.12,185.110.234.186,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
13063,s5,C3_Merkez,0.77.88.159,10.0.5.12,53,12345,1,0,0.0,0.0,0.0,1042,17,1,52,1041.9989580010422
11107,s5,C3_Merkez,10.0.5.12,120.63.233.110,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
63137,s5,C3_Merkez,10.0.5.12,16.189.44.164,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
57228,s5,C3_Merkez,10.0.5.12,163.5.120.125,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
34382,s5,C3_Merkez,10.0.5.12,21.153.2.61,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
4974,s5,C3_Merkez,10.0.5.12,121.60.71.41,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
46827,s5,C3_Merkez,10.0.5.12,82.228.99.5,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
48684,s5,C3_Merkez,10.0.5.12,152.209.219.216,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
16238,s5,C3_Merkez,10.0.5.12,138.4.138.111,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
63642,s5,C3_Merkez,10.0.1.18,10.0.5.11,44396,80,1,1,0.013126514594682436,0.013126514594682436,76.181685,148,6,1,3,73.9999630000185
10987,s5,C3_Merkez,10.0.1.18,10.0.5.11,53254,80,1,2,0.014606105895611505,0.02921221179122301,68.464518,202,6,1,3,67.33331088889636
14079,s5,C3_Merkez,10.0.5.12,225.49.147.110,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
58304,s5,C3_Merkez,10.0.5.12,12.114.141.155,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
46681,s5,C3_Merkez,10.0.5.12,146.16.109.23,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
23599,s5,C3_Merkez,10.0.5.12,219.199.167.104,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
11652,s5,C3_Merkez,10.0.5.12,246.42.37.65,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
49944,s5,C3_Merkez,10.0.5.12,140.94.240.119,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
40188,s5,C3_Merkez,10.0.5.12,108.211.220.23,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
34695,s5,C3_Merkez,10.0.5.12,254.216.9.100,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
45766,s5,C3_Merkez,10.0.1.18,10.0.5.11,46778,80,0,1,0.0,0.0,0.0,74,6,1,3,73.99992600007401
38193,s5,C3_Merkez,10.0.5.12,224.139.31.94,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
18628,s5,C3_Merkez,10.0.5.12,228.55.237.221,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
47611,s5,C3_Merkez,10.0.5.12,168.76.184.125,12345,53,0,1,0.0,0.0,0.0,1042,17,52,1,1041.9989580010422
